airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:34.115+0000] {settings.py:241} DEBUG - Setting up DB connection pool (PID 7)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.663+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c7ac10>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {abstract.py:216} DEBUG - Adding /api/v1/importErrors/{import_error_id}...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.664+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.import_error_endpoint.get_import_error
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c7a700>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.665+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.666+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.666+0000] {abstract.py:216} DEBUG - Adding /api/v1/pools...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.666+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.666+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.666+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.pool_endpoint.get_pools
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.669+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.669+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.669+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.669+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.669+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c935e0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.670+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.670+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.670+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.670+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.670+0000] {flask_api.py:121} DEBUG - ... Adding POST -> airflow.api_connexion.endpoints.pool_endpoint.post_pool
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.670+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c939d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.671+0000] {abstract.py:216} DEBUG - Adding /api/v1/pools/{pool_name}...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.pool_endpoint.get_pool
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.672+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c93dc0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.673+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.673+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.673+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.673+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.673+0000] {flask_api.py:121} DEBUG - ... Adding PATCH -> airflow.api_connexion.endpoints.pool_endpoint.patch_pool
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.673+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c991f0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.674+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {flask_api.py:121} DEBUG - ... Adding DELETE -> airflow.api_connexion.endpoints.pool_endpoint.delete_pool
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c99670>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.675+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.676+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.676+0000] {abstract.py:216} DEBUG - Adding /api/v1/providers...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.676+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.676+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.676+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.provider_endpoint.get_providers
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.678+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.678+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.678+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.678+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c9e0d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.679+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.task_instance_endpoint.get_task_instances
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c9e4c0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.680+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.task_instance_endpoint.get_task_instance
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.681+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.682+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c9e8b0>)
