airflow-docker-compose-fec-airflow-scheduler-1  | 
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.096+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.096+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.097+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.097+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.097+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.098+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.108+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 3.926830
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.108+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.014+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.023+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.110+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.129+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.145+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.151+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.162+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.166+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.166+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.167+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.167+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.167+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.167+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.178+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 2.857277
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:10.178+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.025+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.035+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.179+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.184+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.187+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.188+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.193+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.196+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.197+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.197+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.197+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.197+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.197+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.208+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 1.827365
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:11.208+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.03 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.036+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.046+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.210+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.229+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.244+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.251+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.263+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.267+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.267+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.268+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.268+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.268+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.269+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.279+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.755963
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:12.279+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.037+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.048+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.057+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.057+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.063+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.065+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.071+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.073+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.073+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.073+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.073+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.073+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.073+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.087+0000] {job.py:209} DEBUG - [heartbeat]
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.087+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._emit_pool_metrics of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.089+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 4.732605
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:13.089+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.05 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.059+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.068+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.090+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.096+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.101+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.102+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.106+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.110+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.110+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.110+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.110+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.110+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.111+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.121+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 3.699916
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:14.122+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.03 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.070+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.079+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.124+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.142+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.155+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.158+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.166+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.170+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.170+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.170+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.170+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.171+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.171+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.182+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 2.639662
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:15.182+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.06 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.081+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.088+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.185+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.204+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.221+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.227+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.239+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.243+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.243+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.243+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.243+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.244+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.244+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.255+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 1.566609
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:16.255+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:17.086+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:17.097+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
